Begin Timestamp,Distance (Raw),Duration_sec,Pace_sec_per_km,Elev_gain_per_km,Weather_Index,Workload_7d,Workload_Change_%,Injury_Risk,Recovery_Flag,VO2max_est,Calories
,7.34084,2898,391780.77713177237,33374.9271200571,28.6,0.04299539,-7.378223233367918,0,0,33.8968530020704,767.0
,6.6148,2639,398802.68488843204,28723.468585595936,25.599999999999998,0.04616237,7.365859456095176,0,0,33.57866616142479,506.0
,8.78426,3262,369296.9015033708,23678.716249291345,25.0,0.04670826,1.1825432706336356,0,0,35.81487431023912,606.0
,9.61486,3681,381492.8142479454,25793.407288301652,26.050000000000004,0.05216572,11.684143232909976,0,0,34.84428687856561,729.0
,6.50838,2341,355234.32866550505,31651.501602549328,24.05,0.05254471,0.7265115865361441,0,1,36.86205040580949,470.0
,8.79686,3338,379453.57775388035,28419.231407570427,22.25,0.05374745,2.288983990966932,0,0,35.12442180946675,737.0
,10.29699,3571,345634.98653490003,24861.63432226311,25.25,0.05795699,7.83207389373821,0,1,38.102038644637354,698.0
,5.52827,2200,389090.98144627525,39071.89771845442,25.200000000000003,0.05614442,-3.1274398480666434,0,0,33.6542,477.0
,10.10208,3641,356659.2226551363,25143.33681776426,27.6,0.0596317,6.211267299582046,0,1,36.794413622631154,761.0
,5.21374,1531,292496.36537303356,2109.8098485923733,23.65,0.05606118,-5.987620678263408,0,1,44.365369039843245,339.0
,6.80645,2409,330715.71817908017,3085.308787987865,24.650000000000002,0.05325277,-5.009544929307596,0,1,37.40510585305106,441.0
,8.86663,3421,364174.43831534643,2593.9956894558586,17.8,0.055611020000000004,4.428408137266862,0,0,34.60188833674364,638.0
,10.43221,3599,341442.51313959365,25785.52387269812,13.45,0.05724637,2.94069412860975,0,1,38.28369547096416,756.0
,10.52496,3786,358766.2090877305,25017.672276189172,19.3,0.05747434,0.39822612333323665,0,1,36.859619651347074,749.0
,7.67761,2916,379414.9481414138,29826.99043061578,20.4,0.05962368,3.739651468811994,0,0,35.09510288065844,594.0
,6.84421,2559,370970.4991518378,30682.869169706944,26.1,0.05636581,-5.464053879264071,0,0,35.5947713950762,497.0
,6.99701,2559,363726.7918725284,28297.801489493366,25.9,0.05814908,3.163744120771078,0,0,36.31130128956624,515.0
,5.04683,1603,308510.4907436946,13870.09271166257,28.799999999999997,0.05638946,-3.026049595281639,0,1,41.28038677479725,319.0
,9.06206,3500,383025.49309980293,23504.58946420571,25.0,0.05658489,0.34657185935101426,0,0,34.56992000000001,734.0
,9.28995,3405,364479.8949402311,23143.289253440547,25.0,0.05544263,-2.0186661138689126,0,0,36.23991189427312,767.0
,5.14983,1681,320787.28812407405,14175.225201608599,21.2,0.0500675,-9.694940517792896,0,1,40.26261748958953,430.0
,6.63619,2314,340104.78904311056,14315.443047893445,19.599999999999998,0.04902608,-2.0800319568582437,0,1,37.91412273120138,626.0
,5.03331,1696,321061.0910116802,14503.378492483078,19.85,0.047215179999999995,-3.6937483070235357,0,1,39.11304245283019,388.0
,5.01479,1623,320651.5128250635,14357.530425002842,18.400000000000002,0.045232959999999996,-4.198268438243802,0,1,40.577929759704254,366.0
,4.96855,1642,326252.12587173324,14692.415292187863,20.1,0.045154679999999996,-0.1730596450022285,0,1,39.8109622411693,387.0
,5.06431,1559,303298.9686650304,16586.66234886885,20.1,0.04115693,-8.853456607377119,0,1,42.481218729955096,349.0
,5.06166,1669,321831.17791396496,14817.273384620856,26.1,0.03692864,-10.273579686337154,0,1,39.89300179748352,371.0
,5.49466,2048,369631.60595924046,41130.84340068358,21.6,0.037273469999999996,0.9337738947331864,0,0,35.6952734375,457.0
,7.73334,2801,356508.31335490226,30775.835538072814,25.4,0.03837062,2.9435145158205156,0,1,36.6310531952874,553.0
,5.06219,1685,327921.3146879117,15803.43685242948,26.35,0.0383995,0.07526591960203395,0,1,39.551204747774484,356.0
,5.0649,1663,325574.0488459792,14412.9202945764,29.8,0.03844961,0.13049649083972198,0,1,40.04768490679495,393.0
,6.7628,2394,349411.4863665937,31791.565623706156,22.1,0.04024386,4.666497267462524,0,1,37.39874686716792,527.0
,5.06541,1638,316854.90414398833,14806.303931962071,25.75,0.040244959999999996,0.002733336215753004,0,1,40.60923076923077,394.0
,5.05449,1609,313780.42097224446,13849.072804575733,25.25,0.04023779,-0.017815895456210786,0,1,41.19663144810442,377.0
,6.67226,2047,302296.37334276544,12439.563206469773,20.35,0.04141539,2.926602082271419,0,1,42.61437225207621,465.0
,5.01038,1510,298180.9762932153,15234.37344073703,24.1,0.03869243,-6.574753974307626,0,1,43.3175894039735,398.0
,11.43343,4083,352475.1540001557,14636.902486830286,23.8,0.04506367,16.46637339655328,0,1,37.10302718589273,865.0
,5.06031,1546,297214.9927573607,13667.146874400974,22.8,0.04505908,-0.010185588523967892,0,1,42.77795601552394,398.0
,9.04333,3343,363914.6199464136,23368.60426413722,23.200000000000003,0.04733961,5.0611996516573265,0,0,35.96184863894705,712.0
,11.44591,4210,362924.39832219545,15930.58131681972,24.400000000000002,0.05372011,13.478142299862641,0,0,36.124921615201906,892.0
,5.02065,1546,302550.46657305333,13894.615239062672,24.05,0.053686269999999994,-0.06299316959702278,0,1,42.47011642949548,388.0
,6.10794,2338,377541.36419152777,35512.7915467408,24.700000000000003,0.05312195,-1.051143988956568,0,0,34.849563729683496,453.0
,5.09508,1565,304803.8499886165,13677.901033938622,28.35,0.053206649999999994,0.15944444810477235,0,1,42.56770607028754,397.0
,5.03913,1752,334383.1177207177,14452.891669792205,27.950000000000003,0.04681235,-12.017858669921884,0,1,38.01458904109589,384.0
,5.04014,1621,315864.2418662973,12545.286440456019,26.400000000000002,0.046792179999999996,-0.043086920438745006,0,1,40.81133867982727,394.0
,7.61855,2923,378287.2068831996,28820.444835303304,25.650000000000002,0.0453674,-3.044910495728119,0,0,34.776975709887104,577.0
,3.42287,1039,298579.8467368027,20544.16323144028,27.700000000000003,0.03734436,-17.68459290151078,0,1,43.032666025024064,266.0
,5.01899,1684,330544.59164094774,14359.462760435865,21.25,0.037342700000000006,-0.004445115674746095,0,1,39.26477434679335,398.0
,5.0234,1547,303380.1807540709,12800.095552812836,29.5,0.03625816,-2.904289191729598,0,1,42.46625727213962,400.0
,7.74769,2882,366948.0838804856,31097.010850976225,29.5,0.03891077,7.3158979937205855,0,0,35.759639139486474,581.0
,4.94665,1639,324664.16665824346,12768.237089747605,28.0,0.03881829,-0.23767198644488136,0,1,39.71708358755338,384.0
,11.80578,4614,386590.2972950538,30571.465841308243,28.3,0.045583929999999995,17.429000607703216,0,0,34.20423927178153,891.0
,6.8751,2651,376285.4358482059,29646.114238338352,26.6,0.044840479999999995,-1.6309475729714393,0,0,34.62078460958129,545.0
,10.05124,3565,350205.546778308,13421.229619430042,28.25,0.05146885,14.78211205589236,0,1,37.333065918653574,825.0
,7.52721,2982,391380.073094812,28637.43671293879,27.650000000000002,0.05397707,4.8732777204075965,0,0,33.79058350100604,579.0
,4.96353,1722,319127.7175719699,13643.51580427639,23.85,0.053917200000000005,-0.11091746921423595,0,1,38.08905923344948,392.0
,3.45397,1079,301971.35470198066,18176.18566461203,25.6,0.04962348,-7.963544100954811,0,1,41.91301204819277,273.0
