altitude,cadence,combined_pedal_smoothness,distance,enhanced_altitude,enhanced_speed,gps_accuracy,grade,heart_rate,left_right_balance,left_torque_effectiveness,position_lat,position_long,power,right_torque_effectiveness,speed,temperature,timestamp
26,,0,0,26,0,1,,67,,0,-451293569,1730169653,0,0,0,,13-12-2019 01:46
26,,0,0,26,0,1,,67,,0,-451293569,1730169653,0,0,0,,13-12-2019 01:46
26,,0,0,26,0,1,,67,,0,-451293569,1730169653,0,0,0,,13-12-2019 01:46
26,,0,0,26,0,1,0,66,,0,-451293569,1730169653,0,0,0,,13-12-2019 01:46
26,,0,0,26,0,1,0,66,,0,-451293569,1730169653,0,0,0,28,13-12-2019 01:46
26,,0,0,26,0,1,0,66,,0,-451293569,1730169653,0,0,0,28,13-12-2019 01:46
26,,0,0,26,0,1,0,66,,0,-451293569,1730169653,0,0,0,28,13-12-2019 01:46
26,,0,0,26,0,1,0,66,,0,-451293569,1730169653,0,0,0,28,13-12-2019 01:46
26,,0,0,26,0,1,0,66,,0,-451293569,1730169653,0,0,0,28,13-12-2019 01:46
26,,0,0,26,0,1,0,65,,0,-451293569,1730169653,0,0,0,28,13-12-2019 01:46
26,,0,0,26,0,1,0,65,,0,-451293527,1730169594,0,0,0,28,13-12-2019 01:46
26,,0,0,26,0,1,0,65,,0,-451293425,1730169459,0,0,0,28,13-12-2019 01:46
26,,0,0,26,0,1,0,66,,0,-451293480,1730169553,0,0,0,28,13-12-2019 01:46
26,,0,0,26,0,1,0,67,,0,-451293515,1730169618,0,0,0,28,13-12-2019 01:46
26,,0,0,26,0,1,0,68,,0,-451293535,1730169628,0,0,0,28,13-12-2019 01:46
26,,0,0,26,0,1,0,69,,0,-451293549,1730169613,0,0,0,28,13-12-2019 01:46
26,,0,0,26,0,1,0,71,,0,-451293549,1730169613,0,0,0,28,13-12-2019 01:46
26,,0,0,26,0,1,0,72,,0,-451293549,1730169613,0,0,0,28,13-12-2019 01:46
26,,0,0,26,0,2,0,75,,0,-451293549,1730169613,0,0,0,28,13-12-2019 01:46
26,,0,0,26,0,1,0,77,,0,-451293549,1730169613,0,0,0,28,13-12-2019 01:46
26,,0,0,26,0,1,0,80,,0,-451293549,1730169613,0,0,0,28,13-12-2019 01:46
26,,0,0,26,0,1,0,82,,0,-451293568,1730169640,0,0,0,28,13-12-2019 01:46
26,,0,0,26,0,1,0,84,,0,-451293634,1730169786,0,0,0,28,13-12-2019 01:46
26,,0,0,26,0,1,0,85,,0,-451293644,1730169979,0,0,0,28,13-12-2019 01:46
26,,0,0,26,0,1,0,87,,0,-451293614,1730170150,0,0,0,28,13-12-2019 01:46
26,,0,0,26,0,1,-0.06,88,,0,-451293550,1730170308,0,0,0,28,13-12-2019 01:46
26,,0,0.4,26,0.432,1,-0.25,89,,0,-451293469,1730170476,0,0,0.432,28,13-12-2019 01:46
26,,0,2,26,1.687,1,-0.44,90,,0,-451293379,1730170660,0,0,1.687,28,13-12-2019 01:46
26,,0,3.89,26,1.974,2,-0.63,91,,0,-451293264,1730170871,0,0,1.974,28,13-12-2019 01:46
26,,0,5.96,26,2.27,2,-0.81,91,,0,-451293166,1730171122,0,0,2.27,28,13-12-2019 01:46
25.8,,0,8.33,25.8,2.325,2,-1,91,,0,-451293077,1730171423,0,0,2.325,28,13-12-2019 01:46
25,,0,10.69,25,2.245,2,-1.19,91,,0,-451293023,1730171734,0,0,2.245,28,13-12-2019 01:46
25,,0,13.04,25,2.266,2,-1.38,92,,0,-451292998,1730172049,0,0,2.266,28,13-12-2019 01:46
25,,0,15.74,25,3,2,-1.57,92,,0,-451293007,1730172415,0,0,3,28,13-12-2019 01:46
25,,0,19.2,25,3.779,2,-1.76,91,,0,-451293002,1730172882,0,0,3.779,28,13-12-2019 01:46
24.2,,0,23.23,24.2,4.267,2,-1.95,91,,0,-451293041,1730173426,0,0,4.267,28,13-12-2019 01:46
24,,0,27.95,24,4.674,2,-2.13,90,,0,-451293100,1730174061,0,0,4.674,28,13-12-2019 01:46
23.4,,0,32.62,23.4,4.865,2,-2.32,90,,0,-451293219,1730174673,0,0,4.865,28,13-12-2019 01:46
23,,0,37.62,23,5.285,2,-2.51,89,,0,-451293409,1730175307,0,0,5.285,28,13-12-2019 01:46
22.4,,0,43.25,22.4,5.66,2,-2.7,88,,0,-451293651,1730176007,0,0,5.66,28,13-12-2019 01:46
22,,0,49.23,22,5.892,2,-2.89,87,,0,-451293899,1730176754,0,0,5.892,28,13-12-2019 01:46
22,,0,55.02,22,5.88,2,-3.08,86,,0,-451294141,1730177477,0,0,5.88,28,13-12-2019 01:46
22,,0,60.7,22,5.558,2,-3.27,86,,0,-451294341,1730178204,0,0,5.558,28,13-12-2019 01:46
21.8,,0,66.21,21.8,4.907,2,-3.45,85,,0,-451294469,1730178929,0,0,4.907,28,13-12-2019 01:46
21,,0,70.94,21,4.557,2,-3.64,85,,0,-451294438,1730179558,0,0,4.557,28,13-12-2019 01:46
21,,0,75.33,21,4.362,2,-3.83,85,,0,-451294217,1730180071,0,0,4.362,28,13-12-2019 01:46
21,,0,79.79,21,4.466,2,-3.8,85,,0,-451293836,1730180424,0,0,4.466,28,13-12-2019 01:46
21,,0,84.37,21,4.636,2,-3.29,84,,0,-451293367,1730180589,0,0,4.636,28,13-12-2019 01:46
21,,0,89.13,21,4.763,2,-2.77,84,,0,-451292856,1730180568,0,0,4.763,28,13-12-2019 01:46
21,,0,94.03,21,4.997,2,-2.25,84,,0,-451292334,1730180488,0,0,4.997,28,13-12-2019 01:46
21,,0,99.04,21,4.963,2,-1.73,84,50,0,-451291798,1730180414,37,0,4.963,28,13-12-2019 01:46
21,63,0,103.99,21,4.937,2,-1.29,83,52,19.5,-451291268,1730180350,82,0,4.937,28,13-12-2019 01:46
21,63,4.5,108.84,21,4.883,2,-1.02,82,53,60.5,-451290751,1730180270,119,14.5,4.883,28,13-12-2019 01:46
21,63,16,113.67,21,4.754,2,-0.74,82,52,70.5,-451290235,1730180201,131,52,4.754,28,13-12-2019 01:47
21,64,16,118.44,21,4.577,2,-0.47,82,50,70.5,-451289723,1730180161,138,52,4.577,28,13-12-2019 01:47
21,65,17.5,122.76,21,4.278,2,-0.19,83,50,71,-451289260,1730180116,130,58,4.278,28,13-12-2019 01:47
21,66,21,126.89,21,4.248,2,0,85,50,72,-451288821,1730180046,100,74.5,4.248,28,13-12-2019 01:47
21,66,21.5,131.23,21,4.273,2,0,86,50,72,-451288359,1730179978,112,77,4.273,28,13-12-2019 01:47
21,65,21.5,136.22,21,4.899,2,0,88,51,72,-451287823,1730179982,130,77,4.899,28,13-12-2019 01:47
21,58,21.5,141.47,21,5.483,2,0,89,48,72,-451287260,1730179932,136,77,5.483,28,13-12-2019 01:47
21,54,21.5,147.5,21,5.887,2,0,91,47,73,-451286616,1730179848,138,79,5.887,28,13-12-2019 01:47
21,63,21.5,153.83,21,5.856,2,0,92,51,75,-451285941,1730179742,138,80,5.856,28,13-12-2019 01:47
21,65,23,159.86,21,6.083,2,0,92,50,75,-451285306,1730179585,125,72,6.083,28,13-12-2019 01:47
21,66,22,166.08,21,6.18,2,0,92,50,73,-451284671,1730179324,131,69.5,6.18,28,13-12-2019 01:47
21,66,21.5,172.53,21,6.278,2,0,92,50,73,-451284020,1730179023,139,69,6.278,28,13-12-2019 01:47
21,67,20.5,179.18,21,6.33,2,0,92,51,73.5,-451283383,1730178620,131,70.5,6.33,28,13-12-2019 01:47
21,67,20,185.76,21,6.187,2,0,92,50,72.5,-451282792,1730178131,123,71,6.187,28,13-12-2019 01:47
21,68,20,192.23,21,6.189,2,0,92,49,72,-451282228,1730177621,113,70.5,6.189,27,13-12-2019 01:47
21,68,19.5,198.53,21,6.392,2,0,92,47,66,-451281731,1730177043,125,67,6.392,27,13-12-2019 01:47
21,69,21,205.06,21,6.179,2,0,92,48,68,-451281245,1730176405,123,67.5,6.179,27,13-12-2019 01:47
21,69,21.5,211.5,21,6.14,2,0,92,49,69,-451280779,1730175761,138,68,6.14,27,13-12-2019 01:47
21,69,21.5,217.74,21,6.353,2,0,92,51,70,-451280374,1730175088,129,69,6.353,27,13-12-2019 01:47
21,69,21.5,224.1,21,6.258,2,0,92,51,72.5,-451280014,1730174356,119,71,6.258,27,13-12-2019 01:47
21,70,21.5,230.45,21,6.331,2,0,92,52,70,-451279711,1730173585,118,71,6.331,27,13-12-2019 01:47
21,69,20.5,236.66,21,6.315,2,0,92,52,69.5,-451279455,1730172809,128,68,6.315,27,13-12-2019 01:47
21,69,20,243.01,21,6.095,2,0,92,52,70.5,-451279232,1730171998,128,65.5,6.095,27,13-12-2019 01:47
21,70,20.5,249.24,21,5.876,2,0,92,52,71.5,-451279045,1730171191,172,66,5.876,27,13-12-2019 01:47
21,72,22.5,255.08,21,5.664,2,0,92,52,77.5,-451278957,1730170408,152,71,5.664,27,13-12-2019 01:47
21.4,71,24,260.65,21.4,5.478,2,0,92,48,74,-451278897,1730169656,163,77,5.478,27,13-12-2019 01:47
22,69,23,266.1,22,5.351,2,0,92,45,74.5,-451278849,1730168920,194,75.5,5.351,27,13-12-2019 01:47
22,67,22,271.48,22,5.324,2,0,92,45,80,-451278847,1730168192,236,73,5.324,27,13-12-2019 01:47
22,65,26.5,276.79,22,5.304,2,0,92,49,91,-451278892,1730167475,280,88,5.304,27,13-12-2019 01:47
22,64,25.5,282.15,22,5.316,2,0.05,92,50,93,-451278970,1730166757,289,89.5,5.316,27,13-12-2019 01:47
22,64,25.5,287.55,22,5.378,2,0.25,92,50,93.5,-451279100,1730166043,324,90,5.378,27,13-12-2019 01:47
22.8,64,27,292.99,22.8,5.391,2,0.46,92,50,95,-451279270,1730165338,331,93.5,5.391,27,13-12-2019 01:47
23,64,28.5,298.41,23,5.281,2,0.66,92,49,96,-451279470,1730164648,298,97.5,5.281,27,13-12-2019 01:47
23,65,29,303.63,23,5.116,2,0.86,92,47,95.5,-451279675,1730163991,245,98.5,5.116,27,13-12-2019 01:47
23,64,29,308.81,23,4.963,2,1.07,92,51,95.5,-451279902,1730163350,209,98.5,4.963,27,13-12-2019 01:47
23.4,63,29,313.64,23.4,4.832,2,1.31,92,51,88.5,-451280139,1730162768,194,96.5,4.832,27,13-12-2019 01:47
24,61,27,318.46,24,4.718,2,1.64,92,49,86,-451280376,1730162187,191,89,4.718,27,13-12-2019 01:47
24,59,25,323.19,24,4.667,2,1.98,92,48,86,-451280609,1730161616,201,83,4.667,27,13-12-2019 01:47
24,57,25,327.8,24,4.651,2,2.31,95,48,86.5,-451280833,1730161060,218,83,4.651,27,13-12-2019 01:47
24,57,25.5,332.45,24,4.591,2,2.64,100,47,89,-451281077,1730160510,194,84,4.591,27,13-12-2019 01:47
24,56,25.5,337.06,24,4.548,2,2.98,104,47,86,-451281330,1730159973,177,86.5,4.548,27,13-12-2019 01:47
25,56,25,341.62,25,4.541,2,3.24,108,48,81,-451281559,1730159426,168,87.5,4.541,27,13-12-2019 01:47
25,55,23.5,346.12,25,4.501,2,3.29,112,50,84.5,-451281757,1730158870,187,80,4.501,27,13-12-2019 01:47
25,55,23.5,350.6,25,4.462,2,3.34,114,49,87,-451281956,1730158319,166,80,4.462,27,13-12-2019 01:47
25,55,24,354.97,25,4.403,2,3.39,114,54,84,-451282167,1730157788,141,84,4.403,27,13-12-2019 01:47
25,54,24,359.41,25,4.389,2,3.44,115,53,82.5,-451282417,1730157278,140,86,4.389,27,13-12-2019 01:47
25,53,23,363.82,25,4.3,2,3.49,115,50,82.5,-451282695,1730156793,143,82.5,4.3,27,13-12-2019 01:47
25,53,22,368.01,25,4.096,2,3.53,115,49,81.5,-451282984,1730156360,140,75,4.096,27,13-12-2019 01:47
25.4,53,25,371.97,25.4,3.83,2,3.57,116,46,79,-451283296,1730155994,170,77.5,3.83,27,13-12-2019 01:47
26,51,23,375.62,26,3.634,2,3.61,115,52,82.5,-451283580,1730155654,142,75.5,3.634,27,13-12-2019 01:47
26,49,21.5,379.22,26,3.607,2,3.65,115,55,83,-451283829,1730155282,116,75.5,3.607,27,13-12-2019 01:47
26,47,22,382.81,26,3.554,2,3.69,115,53,79,-451284049,1730154883,105,77.5,3.554,27,13-12-2019 01:47
26,45,22,386.45,26,3.61,2,3.53,115,53,75.5,-451284256,1730154466,93,79.5,3.61,27,13-12-2019 01:47
26,41,22.5,390.31,26,4.147,2,2.78,114,59,76.5,-451284418,1730153986,72,78.5,4.147,27,13-12-2019 01:47
26,30,22,394.65,26,4.735,2,2.04,114,62,73.5,-451284525,1730153415,131,77,4.735,27,13-12-2019 01:47
26,40,21.5,399.61,26,5.215,2,1.3,114,50,71.5,-451284616,1730152753,166,76,5.215,27,13-12-2019 01:47
26,56,21.5,404.87,26,5.411,2,0.56,114,45,73.5,-451284751,1730152061,135,77.5,5.411,27,13-12-2019 01:47
26,61,21,410.34,26,5.484,2,0,114,55,75,-451284942,1730151360,109,80,5.484,27,13-12-2019 01:47
26,65,21,415.91,26,5.559,2,0,114,55,70,-451285174,1730150665,100,80,5.559,27,13-12-2019 01:47
26,65,21,421.49,26,5.61,2,0,114,53,68,-451285433,1730149983,88,80,5.61,27,13-12-2019 01:47
26,66,21,427.13,26,5.632,2,0,114,51,66.5,-451285694,1730149293,80,80,5.632,27,13-12-2019 01:48
26,67,21,432.81,26,5.665,2,0,114,53,66.5,-451285973,1730148608,88,80,5.665,27,13-12-2019 01:48
26,68,21,438.43,26,5.68,2,0,114,53,66.5,-451286259,1730147937,100,80,5.68,27,13-12-2019 01:48
26,68,17,444.16,26,5.726,2,0,114,53,66,-451286549,1730147252,93,64.5,5.726,27,13-12-2019 01:48
26,68,15.5,449.81,26,5.592,2,0,113,47,66,-451286829,1730146573,109,59,5.592,27,13-12-2019 01:48
26,66,15.5,455.53,26,5.778,2,0,113,45,66,-451287108,1730145882,127,59,5.778,27,13-12-2019 01:48
26,63,15.5,461.49,26,6.075,2,0,113,51,66,-451287393,1730145159,132,59,6.075,27,13-12-2019 01:48
26,65,15.5,467.65,26,6.125,2,0,113,46,66,-451287697,1730144417,127,59,6.125,27,13-12-2019 01:48
26,66,19,473.96,26,6.231,2,0,114,46,69.5,-451288015,1730143663,121,69.5,6.231,27,13-12-2019 01:48
26,67,20.5,480.24,26,6.287,2,0,115,49,71,-451288327,1730142908,119,73,6.287,26,13-12-2019 01:48
26,68,20,486.49,26,6.351,2,0,115,51,69.5,-451288618,1730142144,116,70.5,6.351,26,13-12-2019 01:48
26,69,18.5,492.94,26,6.394,2,0,115,50,67,-451288898,1730141345,99,65.5,6.394,26,13-12-2019 01:48
26,69,18,499.32,26,6.479,2,0,115,53,64.5,-451289162,1730140548,94,64.5,6.479,26,13-12-2019 01:48
26,70,17,505.99,26,6.569,2,0,115,50,61.5,-451289386,1730139690,92,60.5,6.569,26,13-12-2019 01:48
26,70,15.5,512.71,26,6.67,2,0,115,49,61.5,-451289554,1730138805,88,56,6.67,26,13-12-2019 01:48
26,71,14.5,519.35,26,6.766,2,0,115,52,61.5,-451289680,1730137919,86,52,6.766,26,13-12-2019 01:48
26,73,13.5,526.14,26,6.892,2,0,116,56,61,-451289768,1730137005,86,49,6.892,26,13-12-2019 01:48
26,74,13.5,533.26,26,6.968,2,0,116,52,60,-451289817,1730136043,81,49,6.968,26,13-12-2019 01:48
25.2,75,13.5,540.26,25.2,7.03,2,0,116,51,59.5,-451289820,1730135096,85,49,7.03,26,13-12-2019 01:48
25,76,13.5,547.29,25,7.09,2,0,116,51,59,-451289769,1730134145,85,49.5,7.09,26,13-12-2019 01:48
25,77,14,554.54,25,7.085,2,0,115,51,55,-451289677,1730133170,84,50.5,7.085,26,13-12-2019 01:48
25,77,14,561.53,25,7.074,2,0,114,49,54,-451289546,1730132238,81,50.5,7.074,26,13-12-2019 01:48
25,77,14,568.55,25,7.068,2,0,113,51,54,-451289383,1730131309,87,50.5,7.068,26,13-12-2019 01:48
25,77,14,575.64,25,7.044,2,0,113,52,54,-451289186,1730130382,88,50.5,7.044,26,13-12-2019 01:48
25,77,14,582.66,25,7.015,2,0,113,52,54.5,-451288935,1730129485,84,50.5,7.015,26,13-12-2019 01:48
25,77,14.5,589.72,25,7.006,2,0,113,52,55.5,-451288650,1730128599,81,50,7.006,26,13-12-2019 01:48
25,76,13.5,596.63,25,6.998,2,0,113,52,54.5,-451288346,1730127744,78,49,6.998,26,13-12-2019 01:48
25,76,13.5,603.58,25,7.028,2,0,113,50,53.5,-451288013,1730126901,84,48.5,7.028,26,13-12-2019 01:48
25,77,13,610.57,25,7.086,2,0,113,50,54,-451287635,1730126083,76,48,7.086,26,13-12-2019 01:48
25,77,12.5,617.64,25,7.067,2,0,113,52,54.5,-451287231,1730125272,78,46,7.067,26,13-12-2019 01:48
25,78,12.5,624.64,25,7.075,2,0,113,51,53,-451286806,1730124489,89,46,7.075,26,13-12-2019 01:48
25,78,14.5,631.92,25,7.056,2,0,113,51,58.5,-451286331,1730123705,85,53.5,7.056,26,13-12-2019 01:48
24.2,77,14.5,638.92,24.2,7.053,2,0,113,52,57,-451285849,1730122976,96,54,7.053,26,13-12-2019 01:48
24,77,14.5,645.97,24,7.073,2,0,113,50,56.5,-451285339,1730122270,96,54,7.073,26,13-12-2019 01:48
24,77,14.5,653.1,24,7.111,2,0,113,50,58,-451284792,1730121595,93,55.5,7.111,26,13-12-2019 01:48
24,77,14.5,660.36,24,7.182,2,0,113,53,61,-451284211,1730120938,93,58.5,7.182,26,13-12-2019 01:48
24,78,14.5,667.59,24,7.197,2,0,113,51,60,-451283599,1730120336,94,58.5,7.197,26,13-12-2019 01:48
24,79,14.5,674.8,24,7.173,2,0,113,51,59.5,-451282959,1730119786,97,58.5,7.173,26,13-12-2019 01:48
24,79,14.5,681.97,24,7.032,2,0,112,50,59.5,-451282319,1730119243,104,55.5,7.032,26,13-12-2019 01:48
24,79,14,688.76,24,6.771,2,0,109,49,59.5,-451281734,1730118692,111,49.5,6.771,26,13-12-2019 01:48
24,80,14,695.36,24,6.641,2,0,105,45,59.5,-451281169,1730118152,84,49.5,6.641,26,13-12-2019 01:48
24,81,14,702.36,24,7.325,2,0,102,48,59.5,-451280567,1730117584,80,49.5,7.325,26,13-12-2019 01:48
24,81,13.5,710.15,24,7.845,2,0,100,52,57,-451279901,1730116943,76,48,7.845,26,13-12-2019 01:48
24,81,12.5,718.12,24,7.708,2,0,99,53,53.5,-451279211,1730116305,77,46,7.708,26,13-12-2019 01:48
24,81,12.5,725.84,24,7.512,2,0,98,53,54,-451278535,1730115697,75,46,7.512,26,13-12-2019 01:48
24,81,12.5,733.02,24,7.283,2,0,99,54,56.5,-451277925,1730115103,74,45,7.283,26,13-12-2019 01:48
24,82,12,740.25,24,7.369,2,0,100,52,52,-451277343,1730114454,55,45,7.369,26,13-12-2019 01:48
24,83,12,747.62,24,7.36,2,0,102,51,48.5,-451276778,1730113754,67,44.5,7.36,25,13-12-2019 01:48
24,84,12,755.02,24,7.265,2,0,103,50,46,-451276196,1730113070,97,43,7.265,25,13-12-2019 01:48
24,75,13,762.32,24,7.029,2,0,103,48,61,-451275598,1730112431,133,42.5,7.029,25,13-12-2019 01:48
24,72,17,769.42,24,7.15,2,0,103,48,68,-451275001,1730111833,130,59,7.15,25,13-12-2019 01:48
24,68,20,776.71,24,7.407,2,0,103,51,79,-451274391,1730111212,190,71,7.407,25,13-12-2019 01:48
24,65,20,784.35,24,7.419,2,0,103,48,82,-451273759,1730110551,205,71,7.419,25,13-12-2019 01:48
24,64,22,791.87,24,7.364,2,0,103,47,84,-451273127,1730109914,197,75.5,7.364,25,13-12-2019 01:48
24,64,24.5,799.26,24,7.158,2,0,104,51,86.5,-451272506,1730109290,194,83,7.158,25,13-12-2019 01:48
24,64,24.5,806.62,24,7.18,2,0,105,47,83.5,-451271872,1730108695,186,83,7.18,25,13-12-2019 01:48
24,64,24.5,813.97,24,7.33,2,0,105,48,83,-451271242,1730108094,188,83,7.33,25,13-12-2019 01:48
24,66,24.5,821.26,24,7.076,2,0,105,48,82.5,-451270624,1730107488,151,83,7.076,25,13-12-2019 01:48
24,71,23,828.45,24,7.049,2,0,106,47,76,-451270003,1730106906,160,80.5,7.049,25,13-12-2019 01:48
24,71,23,835.86,24,7.146,2,0,106,44,76,-451269362,1730106311,145,80.5,7.146,25,13-12-2019 01:48
24,71,20,843.17,24,7.071,2,0,106,50,77.5,-451268726,1730105729,151,73,7.071,25,13-12-2019 01:49
24,70,20,850.54,24,7.099,2,0,106,51,77,-451268086,1730105140,148,71.5,7.099,25,13-12-2019 01:49
24,70,20,857.87,24,7.022,2,0,106,50,75,-451267433,1730104584,143,71,7.022,25,13-12-2019 01:49
24.2,70,20,865,24.2,6.889,2,0,107,49,75.5,-451266788,1730104065,148,70.5,6.889,25,13-12-2019 01:49
25,70,20,872.24,25,7.063,2,0,108,49,81.5,-451266147,1730103508,183,70.5,7.063,25,13-12-2019 01:49
25,70,19,879.41,25,6.904,2,0,109,46,77,-451265526,1730102933,153,69,6.904,25,13-12-2019 01:49
25,70,20.5,886.6,25,7.064,2,0,110,48,75,-451264900,1730102360,144,73,7.064,25,13-12-2019 01:49
25,69,22,893.89,25,7.11,2,0,110,50,74.5,-451264271,1730101772,151,77.5,7.11,25,13-12-2019 01:49
25,69,22,901.24,25,7.205,2,0,111,50,76.5,-451263641,1730101170,179,77,7.205,25,13-12-2019 01:49
25,69,21.5,908.42,25,7.152,2,0,111,52,83.5,-451263031,1730100576,181,75,7.152,25,13-12-2019 01:49
25,69,22.5,915.61,25,7.041,2,0,112,48,80,-451262403,1730100008,149,79,7.041,25,13-12-2019 01:49
25,69,21.5,922.83,25,6.87,2,0,112,50,76,-451261770,1730099441,141,75.5,6.87,25,13-12-2019 01:49
25,69,20,929.74,25,6.602,2,0,112,52,75,-451261159,1730098909,149,70,6.602,25,13-12-2019 01:49
25,68,19,936.69,25,6.868,2,0,112,53,77.5,-451260543,1730098377,146,67.5,6.868,25,13-12-2019 01:49
25,68,19,943.86,25,6.908,2,0,112,53,77,-451259902,1730097837,170,67.5,6.908,25,13-12-2019 01:49
25,68,19,950.74,25,6.833,2,0,112,50,77,-451259290,1730097313,165,67.5,6.833,25,13-12-2019 01:49
25,68,20.5,957.57,25,6.787,2,0,112,48,77.5,-451258687,1730096786,147,73.5,6.787,25,13-12-2019 01:49
25,67,21.5,964.53,25,6.729,2,0,112,48,77.5,-451258057,1730096276,137,77.5,6.729,25,13-12-2019 01:49
25,67,21.5,971.29,25,6.737,2,0,111,50,77.5,-451257446,1730095783,139,77.5,6.737,25,13-12-2019 01:49
25,66,21.5,977.88,25,6.789,2,0,111,51,80,-451256854,1730095292,164,71.5,6.789,25,13-12-2019 01:49
25,66,21.5,984.77,25,6.789,2,0,111,53,81,-451256249,1730094753,175,70,6.789,25,13-12-2019 01:49
25.6,67,22,991.72,25.6,6.606,2,0,111,54,79,-451255636,1730094216,157,74.5,6.606,25,13-12-2019 01:49
26,67,21.5,998.46,26,6.645,2,0,111,53,78,-451255044,1730093689,149,77,6.645,25,13-12-2019 01:49
26,68,20,1004.89,26,6.277,2,0,111,51,77.5,-451254471,1730093202,156,77,6.277,25,13-12-2019 01:49
26,68,21,1011.22,26,6.286,2,0,111,51,78,-451253910,1730092716,147,72.5,6.286,25,13-12-2019 01:49
26,69,22.5,1017.91,26,6.711,2,0,111,49,77,-451253337,1730092169,144,75,6.711,25,13-12-2019 01:49
26,70,22,1024.72,26,6.651,2,0,111,49,75.5,-451252751,1730091617,129,74,6.651,25,13-12-2019 01:49
26,71,20.5,1032.27,26,7.079,2,0,112,49,72,-451252105,1730090997,113,72,7.079,25,13-12-2019 01:49
26,71,20,1040.01,26,7.336,2,0,112,50,69.5,-451251436,1730090374,104,71,7.336,25,13-12-2019 01:49
26,71,19,1047.53,26,7.155,2,0,113,52,67.5,-451250782,1730089774,101,67.5,7.155,25,13-12-2019 01:49
26,72,18,1054.5,26,6.879,2,0,113,51,64,-451250174,1730089223,93,63.5,6.879,25,13-12-2019 01:49
26,72,18,1061.73,26,7.294,2,0,114,50,63.5,-451249523,1730088688,93,62.5,7.294,25,13-12-2019 01:49
26,72,17,1069.23,26,7.299,2,0,114,51,63.5,-451248837,1730088155,87,60.5,7.299,25,13-12-2019 01:49
26,72,16,1076.77,26,7.303,2,0,114,52,62.5,-451248143,1730087628,75,58,7.303,25,13-12-2019 01:49
26,72,16,1084.5,26,7.278,2,0,114,50,58.5,-451247407,1730087142,68,58,7.278,25,13-12-2019 01:49
26,72,16,1092.21,26,7.288,2,0,113,49,54,-451246661,1730086688,68,58,7.288,25,13-12-2019 01:49
26,72,16,1099.78,26,7.284,2,0,113,50,51,-451245916,1730086279,69,58,7.284,24,13-12-2019 01:49
26,71,16,1107.16,26,7.275,2,0,113,56,52,-451245168,1730085943,72,57.5,7.275,24,13-12-2019 01:49
26,71,15,1114.87,26,7.213,2,0,113,56,54.5,-451244370,1730085664,70,55.5,7.213,24,13-12-2019 01:49
26,71,15,1122.15,26,7.039,2,0,112,49,54.5,-451243600,1730085494,46,55.5,7.039,24,13-12-2019 01:49
26,70,13.5,1129.37,26,7.07,2,0,112,40,41.5,-451242828,1730085418,47,49.5,7.07,24,13-12-2019 01:49
26,70,13,1136.87,26,7.128,2,0,112,37,35,-451242021,1730085410,84,46,7.128,24,13-12-2019 01:49
26,69,12,1144.22,26,7.045,2,0,112,52,61,-451241232,1730085446,81,42,7.045,24,13-12-2019 01:49
25.2,69,15,1151.52,25.2,7.134,2,0,111,51,59,-451240450,1730085525,82,51.5,7.134,24,13-12-2019 01:49
25,70,16.5,1158.95,25,7.088,2,0,111,51,60,-451239653,1730085595,83,55,7.088,24,13-12-2019 01:49
25,70,16,1166.12,25,7.133,2,0,110,51,60.5,-451238884,1730085640,85,55.5,7.133,24,13-12-2019 01:49
25,70,16,1173.37,25,6.872,2,0,109,51,60.5,-451238106,1730085717,86,56,6.872,24,13-12-2019 01:49
25,69,16,1180.51,25,6.918,2,0,109,51,60.5,-451237344,1730085824,87,56,6.918,24,13-12-2019 01:49
25,69,16,1187.33,25,6.802,2,0,108,51,61.5,-451236614,1730085909,88,55.5,6.802,24,13-12-2019 01:49
25,70,16,1194.29,25,6.898,2,0,108,48,57.5,-451235870,1730086008,96,58,6.898,24,13-12-2019 01:49
25,70,16,1201.69,25,7.246,2,0,107,50,59.5,-451235080,1730086119,100,58.5,7.246,24,13-12-2019 01:49
25,71,16,1209.17,25,7.391,2,0,106,53,62.5,-451234283,1730086257,99,58,7.391,24,13-12-2019 01:49
25,71,15.5,1216.49,25,7.262,2,0,106,52,63,-451233503,1730086385,93,56.5,7.262,24,13-12-2019 01:49
25,71,15.5,1223.97,25,7.099,2,0,105,50,62,-451232704,1730086491,87,56.5,7.099,24,13-12-2019 01:49
25,71,15,1231.31,25,7.168,2,0,105,50,62,-451231922,1730086623,101,53.5,7.168,24,13-12-2019 01:49
25,71,16,1238.59,25,7.317,2,0,104,50,63.5,-451231148,1730086775,116,55.5,7.317,24,13-12-2019 01:49
25,70,17.5,1245.88,25,7.147,2,0,104,50,65,-451230373,1730086913,116,59.5,7.147,24,13-12-2019 01:49
25,69,17,1253.08,25,7.029,2,0,104,,64.5,-451229607,1730087054,88,60,7.029,24,13-12-2019 01:49
25,51,16.5,1260.12,25,6.927,2,0,103,,62.5,-451228858,1730087187,64,59.5,6.927,24,13-12-2019 01:49
25,32,16,1267.03,25,6.738,2,0,103,,60.5,-451228122,1730087313,40,58.5,6.738,24,13-12-2019 01:49
25,13,16,1273.62,25,6.455,2,0,102,,58.5,-451227421,1730087440,16,58,6.455,24,13-12-2019 01:50
25,0,15.5,1279.86,25,6.187,2,0,102,,57,-451226753,1730087517,0,57.5,6.187,24,13-12-2019 01:50
