date_aest,time_first,time_last,distance,calories,speed_max,speed_min,speed_avg,heartrate_max,heartrate_min,heartrate_avg,cadence_max,cadence_min,cadence_avg,power_max,power_min,power_avg,ftp,time_taken,dist_point_in_20,calories_point_in_20,hertrate_point_in20,speed_point_iin_20,power_points_in_20,candence_point_in_20,total_points,duration,workout_duration,calories_per_minute,calories_per_km,speed_efficiency,hr_reserve,hr_intensity_ratio,power_cadence_ratio,calories_per_min,cadence_range,hr_range,speed_range,power_range,workout_efficiency,hr_reserve_ratio,effort_density,cadence_efficiency,pace_index
2021-04-23,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,5.51,942.18,35.43,0.0,21.34,183.99,104.18,157.41,90,0,46.66,898.25,0,200.1,301,0.013564815,3.01504788,20.0,20.0,15.03875969,20.0,20.0,98.05380757,,19,49.588421052631574,170.994555353902,0.022649599864144856,79.81,0.8555356269362465,4.2884697813973425,,90,79.81,35.43,898.25,4.708545727136432,0.5229568106312292,,0.23318340829585207,24.943438155136267
2021-04-26,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,8.7,168.0,34.5,0.0,20.56,183.99,104.18,157.41,87,0,42.91,749.0,0,110.06,301,0.362881944,4.760601915,3.566436016,20.0,14.48907681,11.00049975,11.00049975,64.81711424,,20,8.4,19.31034482758621,0.12238095238095237,79.81,0.8555356269362465,2.5649032859473317,,87,79.81,34.5,749.0,1.5264401235689624,0.5229568106312292,,0.3898782482282391,24.031728606822945
2021-04-27,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,11.09,243.0,48.24,0.0,22.21,183.99,104.18,157.41,108,0,46.28,988.0,0,135.84,301,0.39693287,6.068399453,5.158594952,20.0,15.65186751,13.57721139,13.57721139,74.0332847,,21,11.571428571428571,21.911632100991884,0.09139917695473251,79.81,0.8555356269362465,2.935177182368194,,108,79.81,48.24,988.0,1.78886925795053,0.5229568106312292,,0.3406949352179034,25.960344959024205
2021-04-28,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,10.89,251.0,38.29,0.0,23.38,183.99,104.18,157.41,97,0,47.35,973.0,0,150.54,301,0.359710648,5.958960328,5.328425238,20.0,16.47639183,15.04647676,15.04647676,77.85673092,,22,11.409090909090908,23.048668503213957,0.09314741035856573,79.81,0.8555356269362465,3.179303062302006,,97,79.81,38.29,973.0,1.667330941942341,0.5229568106312292,,0.3145343430317524,27.327909281494186
2021-04-29,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,13.45,328.0,42.23,0.0,21.7,183.99,104.18,157.41,100,0,42.44,904.0,0,148.43,301,0.221226852,7.359781122,6.963041745,20.0,15.29245948,14.83558221,14.83558221,79.28644677,,23,14.26086956521739,24.386617100371748,0.06615853658536586,79.81,0.8555356269362465,3.497408105560792,,100,79.81,42.23,904.0,2.2097958633699384,0.5229568106312292,,0.28592602573603715,25.364227177434724
2021-04-30,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,18.01,384.0,38.64,0.0,21.12,183.99,104.18,157.41,105,0,37.86,1073.0,0,126.52,301,0.310648148,9.85499316,8.151853751,20.0,14.88372093,12.64567716,12.64567716,78.18192216,,0,inf,21.321488062187672,0.055,79.81,0.8555356269362465,3.3417855256207076,,105,79.81,38.64,1073.0,3.0350932658868164,0.5229568106312292,,0.2992412266835283,24.686289308176104
2021-05-02,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,11.25,331.0,43.12,0.0,26.09,183.99,104.18,157.41,100,0,58.61,1062.0,0,217.08,301,0.384907407,6.155950752,7.026728103,20.0,18.38618746,20.0,20.0,91.56886632,,1,331.0,29.42222222222222,0.07882175226586102,79.81,0.8555356269362465,3.7038048114656204,,100,79.81,43.12,1062.0,1.5247834899576191,0.5229568106312292,,0.26999262944536573,30.495515532685346
2021-05-04,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,10.95,942.18,221.05,0.0,19.6,183.99,104.18,157.41,95,0,42.18,898.25,0,200.1,301,0.330046296,5.991792066,20.0,20.0,13.81254405,20.0,20.0,99.80433612,,2,471.09,86.04383561643836,0.020802818994247387,79.81,0.8555356269362465,4.743954480796586,,95,79.81,221.05,898.25,4.708545727136432,0.5229568106312292,,0.2107946026986507,22.909624547360398
2021-05-05,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,10.69,942.18,33.69,0.0,19.93,183.99,104.18,157.41,87,0,40.53,898.25,0,200.1,301,0.305729167,5.849521204,20.0,20.0,14.04510218,20.0,20.0,99.89462338,,3,314.06,88.13657623947614,0.021153070538538283,79.81,0.8555356269362465,4.937083641746854,,87,79.81,33.69,898.25,4.708545727136432,0.5229568106312292,,0.20254872563718143,23.29534781780065
2021-05-08,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,10.92,942.18,40.62,0.0,16.04,183.99,104.18,157.41,103,0,43.24,898.25,0,200.1,301,0.453402778,5.975376197,20.0,20.0,11.30373502,20.0,20.0,97.27911122,,4,235.545,86.28021978021978,0.017024347789169798,79.81,0.8555356269362465,4.627659574468085,,103,79.81,40.62,898.25,4.708545727136432,0.5229568106312292,,0.21609195402298853,18.748488660186773
2021-05-09,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,24.43,942.18,37.07,0.0,13.98,183.99,104.18,157.41,97,0,32.82,898.25,0,200.1,301,0.123344907,13.36798906,20.0,20.0,9.852008457,20.0,20.0,103.2199975,,5,188.43599999999998,38.56651657797789,0.014837929058141757,79.81,0.8555356269362465,6.096892138939671,,97,79.81,37.07,898.25,4.708545727136432,0.5229568106312292,,0.16401799100449777,16.340640365923385
2021-05-12,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,5.89,942.18,37.88,0.0,20.41,183.99,104.18,157.41,96,0,37.63,898.25,0,200.1,301,0.308946759,3.222982216,20.0,20.0,14.38336857,20.0,20.0,97.60635079,,6,157.03,159.96264855687605,0.02166252733023414,79.81,0.8555356269362465,5.317565771990433,,96,79.81,37.88,898.25,4.708545727136432,0.5229568106312292,,0.18805597201399302,23.856399847531925
2021-05-19,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,5.66,111.0,42.96,0.0,22.28,183.99,104.18,157.41,89,0,38.06,1202.0,0,122.74,301,0.012951389,3.097127223,2.356395225,20.0,15.70119803,12.26786607,12.26786607,65.69045262,,7,15.857142857142858,19.6113074204947,0.20072072072072072,79.81,0.8555356269362465,3.2249080399369414,,89,79.81,42.96,1202.0,0.9043506599315627,0.5229568106312292,,0.31008636141437185,26.042165046693352
2021-05-20,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,14.25,328.0,46.6,0.0,24.4,183.99,104.18,157.41,100,0,38.08,1034.0,0,155.17,301,0.06931713,7.79753762,6.963041745,20.0,17.19520789,15.50924538,15.50924538,82.97427802,,8,41.0,23.017543859649123,0.07439024390243902,79.81,0.8555356269362465,4.07484243697479,,100,79.81,46.6,1034.0,2.1138106592769224,0.5229568106312292,,0.24540826190629633,28.520144844673144
2021-05-22,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,8.93,192.0,43.19,0.0,22.32,183.99,104.18,157.41,95,0,39.26,1091.0,0,131.94,301,0.201712963,4.886456908,4.075926875,20.0,15.72938689,13.1874063,13.1874063,71.06658327,,9,21.333333333333332,21.500559910414335,0.11625,79.81,0.8555356269362465,3.360672440142639,,95,79.81,43.19,1091.0,1.455206912232833,0.5229568106312292,,0.29755949674094284,26.08891938250429
2021-05-31,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,26.48,631.0,44.96,0.0,25.2,183.99,104.18,157.41,96,0,50.62,1067.0,0,166.27,301,0.316342593,14.48974008,13.39536385,20.0,17.7589852,16.61869065,16.61869065,98.88147043,,10,63.1,23.82930513595166,0.03993660855784469,79.81,0.8555356269362465,3.284670090873173,,96,79.81,44.96,1067.0,3.7950321765802606,0.5229568106312292,,0.3044445780958681,29.45523156089194
2021-06-01,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,12.28,267.0,100.25,0.0,16.03,183.99,104.18,157.41,90,0,41.38,661.0,0,133.9,301,0.269016204,6.719562244,5.668085811,20.0,11.29668781,13.38330835,13.38330835,70.45095257,,11,24.272727272727273,21.74267100977199,0.060037453183520606,79.81,0.8555356269362465,3.235862735621073,,90,79.81,100.25,661.0,1.9940253920836444,0.5229568106312292,,0.3090365944734877,18.73680007623404
2021-06-03,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,18.41,390.0,43.35,0.0,19.81,183.99,104.18,157.41,102,0,36.12,978.0,0,117.3,301,0.176446759,10.07387141,8.279226466,20.0,13.96053559,11.72413793,11.72413793,75.76190933,,12,32.5,21.18413905486149,0.05079487179487179,79.81,0.8555356269362465,3.2475083056478407,,102,79.81,43.35,978.0,3.3248081841432224,0.5229568106312292,,0.30792838874680306,23.15508481036783
2021-06-06,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,31.99,836.0,62.08,0.0,29.98,183.99,104.18,157.41,104,0,74.72,936.0,0,219.33,301,0.044756944,17.50478796,17.74726494,20.0,20.0,20.0,20.0,115.2520529,,13,64.3076923076923,26.133166614567052,0.035861244019138754,79.81,0.8555356269362465,2.935358672376874,,104,79.81,62.08,936.0,3.811608079150139,0.5229568106312292,,0.3406738704235626,35.04237469029922
2021-06-26,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,4.9,942.18,30.19,0.0,14.54,183.99,104.18,157.41,78,0,24.94,898.25,0,200.1,301,0.044756944,2.68125855,20.0,20.0,10.24665257,20.0,20.0,92.92791112,,14,67.29857142857142,192.2816326530612,0.015432295315120253,79.81,0.8555356269362465,8.023255813953488,,78,79.81,30.19,898.25,4.708545727136432,0.5229568106312292,,0.1246376811594203,16.99520106727654
2021-06-30,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,56.87,1238.0,53.5,0.0,32.02,183.99,104.18,157.41,120,0,68.4,960.0,0,196.92,301,0.082581019,20.0,20.0,20.0,20.0,19.68215892,19.68215892,119.3643178,,15,82.53333333333333,21.768946720590822,0.0258642972536349,79.81,0.8555356269362465,2.878947368421052,,120,79.81,53.5,960.0,6.2868169815153365,0.5229568106312292,,0.3473491773308958,37.42684581665714
2021-07-02,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,36.92,962.0,51.98,0.0,28.54,183.99,104.18,157.41,105,0,68.89,1041.0,0,207.89,301,0.060104167,20.0,20.0,20.0,20.0,20.0,20.0,120.0,,16,60.125,26.056338028169012,0.029667359667359665,79.81,0.8555356269362465,3.0177093917840034,,105,79.81,51.98,1041.0,4.627447207657896,0.5229568106312292,,0.3313771706190774,33.35921860110539
2021-07-03,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,43.3,1068.0,54.83,0.0,25.92,183.99,104.18,157.41,111,0,56.81,918.0,0,179.56,301,0.077523148,20.0,20.0,20.0,18.26638478,17.94702649,17.94702649,114.1604378,,17,62.8235294117647,24.66512702078522,0.024269662921348314,79.81,0.8555356269362465,3.160711142404506,,111,79.81,54.83,918.0,5.9478725774114505,0.5229568106312292,,0.31638449543328134,30.296809605488853
2021-07-06,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,40.01,968.0,59.52,0.0,30.02,183.99,104.18,157.41,113,0,61.49,945.0,0,203.98,301,0.066840278,20.0,20.0,20.0,20.0,20.0,20.0,120.0,,18,53.77777777777778,24.19395151212197,0.031012396694214874,79.81,0.8555356269362465,3.3172873637989913,,113,79.81,59.52,945.0,4.745563290518678,0.5229568106312292,,0.30145112265908425,35.08912902611016
2021-07-07,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,10.97,261.0,40.5,0.0,20.99,183.99,104.18,157.41,96,0,39.9,1180.0,0,144.27,301,0.229027778,6.002735978,5.540713096,20.0,14.79210712,14.4197901,14.4197901,75.17513639,,19,13.736842105263158,23.792160437556973,0.08042145593869732,79.81,0.8555356269362465,3.615789473684211,,96,79.81,40.5,1180.0,1.8091079226450404,0.5229568106312292,,0.27656477438136823,24.534337716790546
2021-07-08,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,10.54,271.0,47.76,0.0,21.22,183.99,104.18,157.41,97,0,39.07,1075.0,0,158.02,301,0.346053241,5.76744186,5.753000954,20.0,14.95419309,15.79410295,15.79410295,78.0628418,,20,13.55,25.711574952561673,0.07830258302583025,79.81,0.8555356269362465,4.044535449193755,,97,79.81,47.76,1075.0,1.7149727882546513,0.5229568106312292,,0.24724718390077205,24.80317514770345
2021-07-09,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,50.23,1300.0,62.91,0.0,29.18,183.99,104.18,157.41,103,0,65.16,899.0,0,212.52,301,0.076875,20.0,20.0,20.0,20.0,20.0,20.0,120.0,,21,61.904761904761905,25.88094764085208,0.022446153846153845,79.81,0.8555356269362465,3.2615101289134443,,103,79.81,62.91,899.0,6.117071334462638,0.5229568106312292,,0.3066064370412196,34.10728797408043
2021-07-11,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,110.01,2652.0,55.74,0.0,29.9,183.99,104.18,157.41,109,0,72.0,957.0,0,200.97,301,0.157592593,20.0,20.0,20.0,20.0,20.0,20.0,120.0,,22,120.54545454545455,24.10689937278429,0.011274509803921568,79.81,0.8555356269362465,2.79125,,109,79.81,55.74,957.0,13.195999402895955,0.5229568106312292,,0.3582624272279445,34.948866018677336
2021-07-12,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,27.52,621.0,60.15,0.0,25.94,183.99,104.18,157.41,102,0,59.72,875.0,0,160.62,301,0.142395833,15.05882353,13.18307599,20.0,18.28047921,16.05397301,16.05397301,98.63032475,,23,27.0,22.565406976744185,0.04177133655394525,79.81,0.8555356269362465,2.689551239115874,,102,79.81,60.15,875.0,3.866268210683601,0.5229568106312292,,0.3718092391981073,30.320186773394322
2021-07-15,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,132.96,3669.0,71.04,0.0,23.04,183.99,104.18,157.41,113,0,62.44,1034.0,0,178.54,301,0.261481481,20.0,20.0,20.0,16.23678647,17.84507746,17.84507746,111.9269414,,0,inf,27.594765342960287,0.0062796402289452165,79.81,0.8555356269362465,2.859385009609225,,113,79.81,71.04,1034.0,20.550016802957323,0.5229568106312292,,0.3497255516970987,26.9304974271012
2021-07-19,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,27.47,942.18,79.76,0.0,24.94,183.99,104.18,157.41,103,0,63.75,898.25,0,200.1,301,0.047708333,15.03146375,20.0,20.0,17.57575758,20.0,20.0,112.6072213,,1,942.18,34.298507462686565,0.026470525801863765,79.81,0.8555356269362465,3.1388235294117646,,103,79.81,79.76,898.25,4.708545727136432,0.5229568106312292,,0.3185907046476762,29.151328378120834
2021-07-21,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,58.96,1719.0,59.17,0.0,26.44,183.99,104.18,157.41,153,0,70.64,846.0,0,220.03,301,0.142615741,20.0,20.0,20.0,18.63284003,20.0,20.0,118.63284,,2,859.5,29.155359565807327,0.015381035485747529,79.81,0.8555356269362465,3.1148074745186864,,153,79.81,59.17,846.0,7.812571013043676,0.5229568106312292,,0.3210471299368268,30.904615971031067
2021-07-23,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,32.05,770.0,46.48,0.0,28.88,183.99,104.18,157.41,105,0,65.28,968.0,0,195.81,301,0.060601852,17.5376197,16.34616507,20.0,20.0,19.57121439,19.57121439,113.0262136,,3,256.6666666666667,24.02496099843994,0.0375064935064935,79.81,0.8555356269362465,2.9995404411764706,,105,79.81,46.48,968.0,3.932383432919667,0.5229568106312292,,0.3333844032480466,33.75663045549838
2021-07-26,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,45.43,1136.0,65.08,0.0,30.02,183.99,104.18,157.41,118,0,69.88,1104.0,0,214.87,301,0.39193287,20.0,20.0,20.0,20.0,20.0,20.0,120.0,,4,284.0,25.005502971604667,0.026426056338028168,79.81,0.8555356269362465,3.0748425872925016,,118,79.81,65.08,1104.0,5.286917671149998,0.5229568106312292,,0.32521990040489596,35.08912902611016
2021-07-27,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,11.79,293.0,47.18,0.0,24.35,183.99,104.18,157.41,98,0,61.01,742.0,0,167.41,301,0.315266204,6.451436389,6.220034242,20.0,17.15997181,16.73263368,16.73263368,83.2967098,,5,58.6,24.851569126378287,0.08310580204778158,79.81,0.8555356269362465,2.7439763973119162,,98,79.81,47.18,742.0,1.7501941341616392,0.5229568106312292,,0.3644346215877188,28.461701924909473
2021-08-07,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,6.36,942.18,34.0,0.0,12.82,183.99,104.18,157.41,92,0,24.39,898.25,0,200.1,301,0.03619213,3.480164159,20.0,20.0,9.03453136,20.0,20.0,92.51469552,,6,157.03,148.14150943396226,0.013606741811543442,79.81,0.8555356269362465,8.204182041820419,,92,79.81,34.0,898.25,4.708545727136432,0.5229568106312292,,0.12188905547226388,14.984764627406138
2021-09-15,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,11.38,232.0,47.04,0.0,22.85,183.99,104.18,157.41,93,0,48.0,658.0,0,134.5,301,0.317928241,6.227086183,4.925078308,20.0,16.10288936,13.44327836,13.44327836,74.14161057,,7,33.142857142857146,20.38664323374341,0.09849137931034484,79.81,0.8555356269362465,2.8020833333333335,,93,79.81,47.04,658.0,1.724907063197026,0.5229568106312292,,0.35687732342007433,26.70841433199924
2021-09-22,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,15.86,331.0,40.21,0.0,22.92,183.99,104.18,157.41,109,0,39.42,725.0,0,136.82,301,0.244988426,8.678522572,7.026728103,20.0,16.15221987,13.67516242,13.67516242,79.20779539,,8,41.375,20.870113493064313,0.06924471299093655,79.81,0.8555356269362465,3.470826991374936,,109,79.81,40.21,725.0,2.4192369536617453,0.5229568106312292,,0.28811577254787313,26.790234419668383
2021-10-30,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,9.58,942.18,22.83,0.0,13.64,183.99,104.18,157.41,108,0,68.54,898.25,0,200.1,301,0.042164352,5.242134063,20.0,20.0,9.612403101,20.0,20.0,94.85453716,,9,104.68666666666667,98.34864300626305,0.014477063830690527,79.81,0.8555356269362465,2.919463087248322,,108,79.81,22.83,898.25,4.708545727136432,0.5229568106312292,,0.34252873563218394,15.9432285115304
2021-11-30,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,29.51,655.0,48.43,0.0,31.95,183.99,104.18,157.41,113,0,78.67,803.0,0,200.83,301,0.088599537,16.14774282,13.9048547,20.0,20.0,20.0,20.0,110.0525975,,10,65.5,22.195865808200608,0.04877862595419847,79.81,0.8555356269362465,2.5528155586627688,,113,79.81,48.43,803.0,3.2614649205795945,0.5229568106312292,,0.39172434397251404,37.34502572898799
2021-12-01,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,36.96,828.0,53.18,0.0,33.57,183.99,104.18,157.41,113,0,78.45,1014.0,0,212.75,301,0.046979167,20.0,17.57743465,20.0,20.0,20.0,20.0,117.5774347,,11,75.27272727272727,22.4025974025974,0.04054347826086956,79.81,0.8555356269362465,2.7119184193753982,,113,79.81,53.18,1014.0,3.891891891891892,0.5229568106312292,,0.36874265569917747,39.238576329331046
