personId,date,exercise_activeDuration_in_ms,exercise_steps,exercise_calories,exercise_elevationGain,exercise_averageHeartRate,sleep_duration_in_ms,sleep_minutesAsleep,sleep_minutesAwake,sleep_efficiency
p14,2019-11-18,3328000,5279.0,411,54.86,100.5,32580000,453,89,93.5
p14,2019-11-19,7287000,9882.0,1135,56.08,128.0,28320000,387,85,94.0
p14,2019-11-20,2612000,4515.0,336,39.62,102.5,41280000,572,116,91.0
p14,2019-11-21,2970000,3937.0,316,33.53,101.5,38040000,518,116,89.0
p14,2019-11-23,4660000,7168.0,567,12.19,107.25,35100000,483,102,96.0
p14,2019-11-24,11162000,16041.0,1330,30.48,106.5,42360000,597,109,91.0
p14,2019-11-25,2151000,3118.0,294,36.58,118.0,25680000,350,78,95.0
p14,2019-11-26,5045000,4585.0,584,31.39,102.67,39420000,554,103,95.0
p14,2019-11-27,3943000,6761.0,571,70.1,120.67,27780000,386,77,95.0
p14,2019-11-28,3072000,5142.0,466,57.91,116.5,27720000,393,69,98.0
p14,2019-12-03,3021000,5170.0,388,54.86,109.0,26580000,361,82,80.0
p14,2019-12-04,1280000,2332.0,184,6.1,125.0,29760000,368,128,82.0
p14,2019-12-05,1382000,2163.0,164,34.44,102.0,31980000,412,121,83.0
p14,2019-12-06,4199000,6041.0,498,60.96,102.5,30180000,440,63,94.0
p14,2019-12-07,4814000,7984.0,654,51.82,117.0,42840000,563,151,89.0
p14,2019-12-09,3913000,3154.0,552,30.48,122.5,36420000,486,121,93.0
p14,2019-12-10,6510000,12655.0,1006,65.33,122.67,26340000,360,79,91.0
p14,2019-12-11,3686000,5904.0,469,45.72,107.0,30060000,408,93,87.0
p14,2019-12-12,1638000,2803.0,212,27.43,111.0,41460000,557,134,91.0
p14,2019-12-13,5506000,10139.0,722,64.01,106.8,61440000,826,198,95.0
p14,2019-12-16,2868000,4849.0,383,33.53,105.0,16620000,231,46,95.0
p14,2019-12-17,3532000,5482.0,425,60.96,99.5,24780000,338,75,85.0
p14,2019-12-18,2919000,4988.0,374,48.77,108.0,31440000,450,74,94.0
p14,2019-12-19,1536000,2696.0,219,36.58,115.0,49680000,689,139,73.0
p14,2019-12-20,5683000,8580.0,655,57.91,106.33,39540000,537,122,84.0
p14,2019-12-21,6503000,9705.0,708,45.72,101.0,33360000,471,85,89.0
p14,2019-12-22,6912000,11606.0,800,109.73,96.0,37920000,527,105,94.0
p14,2019-12-25,8090000,11128.0,807,94.49,89.0,35220000,496,91,88.0
p14,2019-12-26,2662000,4643.0,323,60.66,100.0,35400000,457,133,85.0
p14,2019-12-27,2247000,6129.0,395,97.23,139.0,31080000,414,104,91.0
p14,2019-12-28,1281000,2333.0,170,15.24,109.0,33480000,417,141,94.0
p14,2019-12-30,2253000,3157.0,268,128.02,108.5,25500000,380,45,98.0
p14,2020-01-02,3635000,5357.0,413,27.43,108.5,21720000,320,42,98.0
p14,2020-01-03,3125000,4719.0,349,45.72,100.5,29160000,424,62,88.5
p14,2020-01-06,5733000,9243.0,763,84.12,119.0,34800000,483,97,93.0
p14,2020-01-07,3892000,6398.0,501,48.77,111.0,35280000,474,114,89.0
p14,2020-01-08,4548000,8499.0,607,52.43,122.33,42840000,564,150,87.0
p14,2020-01-09,8141000,13780.0,1048,128.02,108.6,26040000,352,82,97.0
p14,2020-01-10,3315000,7052.0,515,66.75,137.5,43980000,563,170,88.0
p14,2020-01-11,3837000,10472.0,667,96.62,141.0,33840000,465,99,92.0
p14,2020-01-12,5223000,8990.0,609,207.26,101.0,65640000,970,124,97.0
p14,2020-01-13,2765000,4646.0,346,33.53,100.5,22920000,332,50,94.0
p14,2020-01-14,5817000,11169.0,937,79.25,126.0,37620000,483,144,86.0
p14,2020-01-15,5784000,11162.0,799,117.04,116.33,36360000,474,132,92.0
p14,2020-01-16,10471000,19357.0,1368,214.27,115.25,26280000,361,77,92.0
p14,2020-01-17,6792000,8275.0,757,85.34,112.0,34920000,465,117,96.0
p14,2020-01-18,8446000,18140.0,1212,114.91,111.8,37740000,522,107,90.0
p14,2020-01-19,4557000,9724.0,650,83.21,113.33,53640000,726,168,93.0
p14,2020-01-20,3686000,5450.0,394,51.82,93.0,25980000,372,61,92.0
p14,2020-01-21,6269000,11486.0,943,391.67,122.0,35160000,475,111,93.0
p14,2020-01-22,4122000,9059.0,718,62.79,140.33,25020000,330,87,89.0
p14,2020-01-23,4998000,10539.0,742,128.32,117.5,22680000,310,68,92.0
p14,2020-01-24,5222000,7496.0,563,51.82,102.0,34500000,489,86,96.0
p14,2020-01-25,1159000,3239.0,216,24.99,143.0,40680000,554,124,92.0
p14,2020-01-26,5309000,10603.0,758,94.49,114.33,38700000,542,103,91.0
p14,2020-01-27,2662000,4596.0,321,51.82,94.5,28320000,403,69,93.0
p14,2020-01-28,5312000,11595.0,860,70.71,119.33,33420000,472,85,92.0
p14,2020-01-29,3533000,5362.0,422,30.48,109.0,17100000,212,73,69.0
p14,2020-01-30,9971000,9132.0,749,594.66,91.75,15780000,212,51,88.0
p14,2020-01-31,3096000,5351.0,393,48.77,108.5,9060000,136,11,93.0
p14,2020-02-02,1997000,3162.0,222,27.43,93.0,46860000,666,115,88.5
p14,2020-02-03,3995000,6565.0,472,48.77,97.0,34200000,484,86,93.0
p14,2020-02-05,3789000,6109.0,536,15.24,128.67,9780000,144,18,89.0
p14,2020-02-06,2900000,8088.0,538,24.69,140.0,29760000,406,90,93.0
p14,2020-02-07,1280000,2225.0,152,0.0,87.0,25080000,345,73,96.0
p14,2020-02-08,11142000,19038.0,1352,92.66,109.4,33900000,491,74,96.0
p14,2020-02-09,6912000,9424.0,684,24.38,94.33,41220000,591,96,93.0
p14,2020-02-10,3174000,4872.0,368,48.77,102.5,10260000,159,7,96.0
p14,2020-02-11,8087000,16133.0,1163,130.76,117.4,73680000,1046,182,96.0
p14,2020-02-12,3584000,5260.0,388,51.82,97.5,35220000,517,70,95.0
p14,2020-02-13,3584000,6350.0,462,70.1,99.33,21360000,317,39,97.0
p14,2020-02-14,3720000,9773.0,651,89.46,135.0,4140000,66,3,96.0
p14,2020-02-15,1741000,0.0,116,3.05,90.0,38280000,547,90,93.0
p14,2020-02-17,2713000,4246.0,323,73.15,101.5,37320000,559,63,98.0
p14,2020-02-18,6810000,12530.0,969,420.62,115.0,21660000,297,64,87.5
p14,2020-02-19,2458000,3664.0,268,36.58,91.0,34020000,489,78,97.0
p14,2020-02-20,5296000,9738.0,736,100.28,119.33,21540000,306,53,95.0
p14,2020-02-21,6078000,12413.0,875,118.26,120.5,27300000,397,58,97.0
p14,2020-02-23,1219000,3412.0,223,24.38,149.0,38700000,552,93,93.0
p14,2020-02-24,4198000,7125.0,502,48.77,94.0,38940000,522,127,91.0
p14,2020-02-25,5376000,7363.0,586,76.2,102.0,31740000,440,89,92.0
p14,2020-02-26,4435000,9651.0,690,108.2,119.67,36780000,516,97,92.0
p14,2020-02-28,6258000,13008.0,921,285.9,113.0,36600000,494,116,91.0
p14,2020-02-29,5382000,9510.0,644,120.09,115.0,40140000,544,125,89.0
p14,2020-03-04,6041000,8735.0,659,67.06,95.33,30780000,388,125,90.0
p14,2020-03-09,5753000,10926.0,728,60.96,118.0,24600000,341,69,91.0
p14,2020-03-10,1996000,3109.0,241,18.29,106.5,24360000,336,70,95.0
p14,2020-03-11,3072000,5104.0,374,18.29,101.5,21240000,290,64,99.0
p14,2020-03-14,6432000,15188.0,1032,149.96,112.5,37080000,528,90,93.0
p14,2020-03-19,4203000,10411.0,798,105.46,140.5,24300000,339,66,95.0
p14,2020-03-21,5178000,14898.0,1022,171.91,148.0,33600000,492,67,95.0
p14,2020-03-22,1591000,4538.0,326,39.32,158.0,30900000,442,73,98.0
p14,2020-03-23,1536000,2753.0,239,45.72,122.0,6780000,110,3,97.0
p14,2020-03-24,1546000,4394.0,312,38.71,143.0,31200000,431,89,94.0
p14,2020-03-25,1492000,4313.0,276,40.84,146.0,39660000,550,111,96.0
p14,2020-03-26,2355000,3335.0,275,30.48,104.0,33840000,487,77,95.0
p14,2020-03-27,8096000,15566.0,1135,144.58,118.0,33300000,455,100,92.0
p14,2020-03-29,8843000,22609.0,1505,226.77,120.5,34380000,418,95,0.0
p14,2020-03-31,1511000,4260.0,272,46.63,145.0,24960000,355,61,98.0
p15,2019-11-10,3526000,5924.0,512,57.91,113.0,33300000,495,60,96.0
p15,2019-11-11,2099000,3965.0,322,21.34,116.0,31740000,460,69,95.0
p15,2019-11-12,5990000,11409.0,1004,33.53,120.67,27780000,407,56,95.0
p15,2019-11-13,7663000,6397.0,1122,22.86,116.0,27060000,396,55,96.0
p15,2019-11-14,666000,642.0,63,6.1,89.0,28080000,415,53,94.0
p15,2019-11-15,5086000,6982.0,681,138.68,105.5,28440000,420,54,97.0
p15,2019-11-16,34030000,3476.0,1088,211.84,88.0,28260000,412,59,96.0
p15,2019-11-17,5428000,8409.0,833,0.0,116.0,31920000,464,68,96.0
p15,2019-11-18,6145000,8141.0,733,70.1,106.5,26340000,396,43,97.0
p15,2019-11-19,1438000,2865.0,215,0.3,91.0,32580000,481,62,95.0
p15,2019-11-20,6387000,5195.0,909,21.64,114.5,30180000,446,57,97.0
p15,2019-11-21,5064000,6950.0,771,68.88,118.33,30960000,465,51,97.0
p15,2019-11-22,7674000,6575.0,990,35.36,107.33,26700000,359,86,97.0
p15,2019-11-23,5207000,10290.0,737,299.01,99.0,33780000,484,79,96.0
p15,2019-11-24,3687000,6870.0,487,137.16,97.0,22320000,329,43,94.0
p15,2019-11-25,6905000,6046.0,816,23.47,101.33,32580000,501,42,97.0
p15,2019-11-26,4804000,4832.0,732,53.04,116.0,28140000,420,49,95.0
p15,2019-11-28,3780000,5984.0,579,204.22,115.0,32160000,485,51,97.0
p15,2019-11-29,4902000,7659.0,815,354.48,124.0,33420000,502,55,95.0
p15,2019-11-30,4145000,6340.0,699,176.17,128.0,30120000,437,65,95.0
p15,2019-12-01,4217000,1962.0,532,8.53,108.5,29940000,436,63,97.0
p15,2019-12-02,3252000,2572.0,461,27.43,125.0,27480000,404,54,95.0
p15,2019-12-03,4436000,3868.0,624,50.9,106.5,33660000,487,74,95.0
p15,2019-12-04,666000,977.0,83,12.19,100.0,28440000,406,68,96.0
p15,2019-12-05,5478000,7614.0,660,94.49,105.0,31380000,467,56,96.0
p15,2019-12-06,4398000,6277.0,585,157.58,100.0,24120000,352,50,98.0
p15,2019-12-07,4920000,7072.0,693,177.39,109.0,37080000,542,76,95.0
p15,2019-12-08,4220000,6307.0,604,123.44,112.0,68640000,1032,112,97.0
p15,2019-12-09,10227000,10240.0,995,70.1,91.75,26160000,376,60,94.0
p15,2019-12-10,4841000,9465.0,809,51.51,113.67,31260000,477,44,97.0
p15,2019-12-11,5435000,7931.0,784,72.54,113.0,28920000,420,62,97.0
p15,2019-12-12,5596000,10834.0,885,67.67,114.0,30060000,432,69,95.0
p15,2019-12-14,50201000,16693.0,2340,645.67,72.0,30780000,454,59,97.0
p15,2019-12-15,4910000,10235.0,723,307.24,102.0,27840000,401,63,94.0
p15,2019-12-16,10412000,9443.0,1410,40.54,112.0,34320000,495,77,96.0
p15,2019-12-17,47333000,12785.0,1889,38.4,87.67,33360000,465,91,96.0
p15,2019-12-18,7270000,8701.0,929,50.29,99.0,25560000,386,40,96.0
p15,2019-12-19,9216000,16228.0,1251,64.62,100.2,28860000,424,57,94.0
p15,2019-12-20,9233000,6803.0,1226,37.19,107.33,27180000,395,58,96.0
p15,2019-12-21,9315000,17391.0,1433,349.61,103.33,33180000,495,58,93.0
p15,2019-12-22,8051000,11870.0,1345,446.53,119.0,30960000,432,84,97.0
p15,2019-12-23,10471000,14709.0,1734,627.58,110.0,37620000,539,88,96.0
p15,2019-12-25,10803000,16399.0,1771,575.46,118.0,35700000,503,92,95.0
p15,2019-12-26,3430000,4137.0,504,106.38,113.0,37500000,552,73,99.0
p15,2019-12-27,9727000,13835.0,1523,635.51,116.0,34860000,487,94,95.0
p15,2019-12-28,6571000,9656.0,1096,2.09,113.67,32460000,487,54,96.0
p15,2019-12-29,4445000,5633.0,631,200.56,110.0,35820000,529,68,96.0
p15,2019-12-30,7908000,11722.0,1381,535.84,121.0,29520000,429,63,94.0
p15,2019-12-31,7422000,11346.0,1367,507.19,129.0,30540000,452,57,97.0
p15,2020-01-01,8861000,13268.0,1519,644.04,122.0,29340000,426,63,98.0
p15,2020-01-02,1383000,1814.0,173,48.77,101.0,32280000,489,49,95.0
p15,2020-01-03,4767000,7434.0,876,349.91,128.0,28500000,400,75,95.0
p15,2020-01-05,8486000,13139.0,1010,334.67,88.0,41220000,583,104,91.0
p15,2020-01-06,9618000,8906.0,1348,83.82,102.67,28260000,411,60,96.0
p15,2020-01-07,5170000,10166.0,758,32.61,103.0,53520000,800,92,98.0
p15,2020-01-08,7603000,6540.0,1040,39.32,109.33,29460000,438,53,98.0
p15,2020-01-09,4300000,4662.0,536,17.98,104.0,31680000,467,61,97.0
p15,2020-01-10,4265000,5989.0,766,166.73,127.0,33480000,493,65,94.0
p15,2020-01-11,9675000,12070.0,1433,444.4,106.0,31320000,455,67,96.0
p15,2020-01-12,7907000,9587.0,1478,411.18,134.0,40920000,600,82,96.0
p15,2020-01-13,7797000,5507.0,1074,22.56,105.5,26820000,388,59,95.0
p15,2020-01-14,10127000,12690.0,1109,70.71,101.25,24960000,359,57,96.0
p15,2020-01-15,6826000,6173.0,916,34.75,105.0,27000000,402,48,98.0
p15,2020-01-16,9922000,15465.0,1740,570.59,125.0,28260000,427,44,96.0
p15,2020-01-17,3267000,5164.0,597,164.9,131.0,30300000,458,47,98.0
p15,2020-01-18,7053000,9934.0,1206,417.58,126.0,30540000,438,71,96.0
p15,2020-01-19,7017000,10666.0,1197,498.35,123.0,32580000,475,68,97.0
p15,2020-01-20,7207000,5734.0,952,25.3,106.0,26460000,399,42,95.0
p15,2020-01-21,4994000,10347.0,997,323.7,139.0,31620000,461,66,95.0
p15,2020-01-22,5885000,3190.0,835,17.98,103.33,27360000,386,70,95.0
p15,2020-01-23,3952000,5906.0,505,36.88,107.0,28080000,423,45,97.0
p15,2020-01-24,2099000,3228.0,276,131.06,95.0,27060000,374,77,97.0
p15,2020-01-25,6811000,8731.0,824,176.78,101.5,24480000,347,61,95.0
p15,2020-01-26,9890000,16057.0,1228,339.24,90.0,35160000,539,47,97.0
p15,2020-01-27,4774000,1819.0,743,7.01,122.0,31140000,464,55,97.0
p15,2020-01-28,4278000,9965.0,917,306.32,142.0,35340000,535,54,96.0
p15,2020-01-29,6214000,5857.0,959,20.42,120.5,27900000,398,67,95.0
p15,2020-01-30,5559000,8572.0,899,249.02,117.0,35700000,527,68,96.0
p15,2020-01-31,4728000,7404.0,829,200.86,126.0,33600000,477,83,96.0
p15,2020-02-01,6108000,9128.0,1062,326.14,124.0,29040000,416,68,97.0
p15,2020-02-02,7573000,10972.0,1273,495.3,120.0,31920000,482,50,96.0
p15,2020-02-03,5120000,7742.0,645,70.1,98.5,28380000,414,59,96.0
p15,2020-02-04,12142000,10855.0,1059,299.62,88.0,31200000,462,58,96.0
p15,2020-02-05,2150000,4034.0,276,12.19,93.0,32280000,484,54,96.0
p15,2020-02-06,9321000,12130.0,1466,428.24,112.0,51240000,742,112,95.0
p15,2020-02-07,10162000,11482.0,1454,822.66,111.0,25560000,377,49,98.0
p15,2020-02-08,1963000,2842.0,303,134.42,113.0,31860000,444,87,96.0
p15,2020-02-09,6862000,12220.0,970,347.78,91.0,35040000,503,81,94.0
p15,2020-02-11,4045000,7432.0,530,67.06,90.0,33060000,486,65,95.0
p15,2020-02-12,4301000,7420.0,549,54.86,86.5,28680000,412,66,96.0
p15,2020-02-13,4711000,8107.0,657,67.06,100.5,31080000,455,63,94.0
p15,2020-02-14,4352000,7920.0,676,85.34,93.5,28680000,420,58,96.0
p15,2020-02-15,7883000,15792.0,1319,346.86,112.0,30720000,456,56,95.0
p15,2020-02-17,7916000,10528.0,1156,315.77,105.5,27960000,410,56,94.0
p15,2020-02-18,10125000,13955.0,1568,458.11,109.5,37560000,565,61,93.0
p15,2020-02-19,7397000,9981.0,1221,238.96,121.0,34200000,508,62,97.0
p15,2020-02-20,5087000,8062.0,798,362.1,110.0,26640000,395,49,99.0
p15,2020-02-21,11350000,15999.0,1745,513.59,92.0,30540000,463,46,98.0
p15,2020-02-22,7484000,8539.0,1106,495.3,109.0,37020000,548,69,96.0
p15,2020-02-23,9915000,16254.0,1179,336.19,88.0,37500000,555,70,95.0
p15,2020-02-24,4329000,7790.0,638,76.2,104.0,25440000,353,71,95.0
p15,2020-02-25,4814000,5950.0,537,45.72,89.67,25620000,370,57,98.0
p15,2020-02-26,4045000,6388.0,609,82.3,110.5,32640000,483,61,96.0
p15,2020-02-27,2458000,4229.0,341,21.34,97.0,26280000,391,47,96.0
p15,2020-02-28,7924000,10869.0,1146,1.78,107.0,28680000,413,65,96.0
p15,2020-02-29,10391000,12756.0,1503,231.95,112.0,28140000,422,47,97.0
p15,2020-03-01,10032000,11722.0,1272,339.55,99.0,28680000,433,45,98.0
p15,2020-03-02,1843000,2837.0,270,3.05,105.0,22140000,323,46,97.0
p15,2020-03-04,4046000,5990.0,551,36.58,102.0,37260000,563,58,98.0
p15,2020-03-05,10631000,15452.0,1575,834.24,106.0,27000000,399,51,92.0
p15,2020-03-06,18326000,27701.0,2666,689.15,110.0,31500000,468,57,95.0
p15,2020-03-07,3379000,5593.0,436,18.29,101.0,56760000,806,140,95.0
p15,2020-03-08,1587000,0.0,131,48.77,67.0,22560000,322,54,95.0
p15,2020-03-10,1382000,1883.0,183,0.0,102.0,27360000,399,57,97.0
p15,2020-03-11,7015000,9045.0,863,3.05,101.75,4080000,66,2,97.0
p15,2020-03-12,20774000,11883.0,1615,289.56,83.0,28440000,437,37,97.0
p15,2020-03-13,8165000,12233.0,1410,472.44,122.0,27600000,406,54,96.0
p15,2020-03-14,9579000,14339.0,1534,514.81,115.0,34080000,483,85,97.0
p15,2020-03-15,870000,1571.0,126,18.29,107.0,28800000,413,67,96.0
p15,2020-03-16,56586000,7957.0,2117,238.66,93.5,29700000,436,59,97.0
p15,2020-03-17,10251000,6463.0,1349,686.1,106.5,29760000,433,63,97.0
p15,2020-03-18,11441000,11724.0,1897,313.33,125.0,32520000,489,53,96.0
p15,2020-03-19,28427000,7595.0,2198,633.98,107.0,34080000,516,52,97.0
p15,2020-03-20,9068000,13714.0,1109,284.07,98.0,30420000,458,49,96.0
p15,2020-03-21,5927000,0.0,414,553.21,113.0,31380000,478,45,95.0
p15,2020-03-22,8980000,1379.0,1380,734.36,110.5,32100000,483,52,98.0
p15,2020-03-23,3379000,6282.0,500,143.26,104.0,27480000,390,68,98.0
p15,2020-03-24,6582000,0.0,1053,623.62,138.0,29040000,431,53,96.0
p15,2020-03-25,5581000,8697.0,745,262.13,98.0,32220000,488,49,97.0
p15,2020-03-26,6338000,0.0,538,685.8,127.0,31500000,456,69,96.0
p15,2020-03-27,2867000,4595.0,407,88.39,106.0,35160000,507,79,97.0
p15,2020-03-28,6966000,0.0,1520,673.91,150.0,30180000,440,63,93.0
p15,2020-03-29,3378000,4558.0,461,30.48,105.67,36480000,497,51,98.0
p15,2020-03-30,5651000,0.0,1035,318.21,133.0,33600000,498,62,96.0
p15,2020-03-31,2715000,2805.0,336,14.38,99.75,29880000,431,67,97.0
p16,2019-11-19,922000,942.0,82,15.24,106.0,24900000,355,60,92.0
p16,2019-12-02,922000,858.0,82,15.24,102.0,28020000,405,62,95.0
p16,2019-12-06,973000,841.0,94,15.24,112.0,25260000,384,37,93.0
p16,2019-12-14,1126000,905.0,91,15.24,104.0,36540000,527,82,90.0
p16,2019-12-18,2816000,2910.0,264,9.14,104.0,26400000,389,51,93.0
p16,2019-12-24,1740000,2223.0,169,0.0,101.0,24780000,362,51,91.0
p16,2019-12-27,1638000,2160.0,164,0.0,102.0,24780000,357,56,92.0
p16,2019-12-28,973000,892.0,84,15.24,106.0,29460000,443,48,91.0
p16,2019-12-30,1485000,1858.0,147,39.62,108.0,19560000,291,35,91.0
p16,2020-01-10,922000,991.0,94,15.24,110.0,33180000,479,74,94.0
p16,2020-01-17,921000,993.0,87,15.24,102.0,29760000,443,53,91.0
p16,2020-01-20,1075000,951.0,96,18.29,105.0,25680000,378,50,93.0
p16,2020-02-14,1229000,0.0,62,0.0,73.0,29460000,438,53,98.0
p16,2020-02-22,3278000,4638.0,372,21.34,110.5,29700000,395,100,87.0
p16,2020-03-09,922000,1064.0,92,15.24,102.0,15660000,238,23,95.0
p16,2020-03-16,1024000,1030.0,95,15.24,106.0,33900000,491,74,94.0
p16,2020-03-20,1178000,1067.0,109,18.29,106.0,35400000,496,94,90.0
p16,2020-03-29,1434000,0.0,75,0.0,71.0,31200000,442,78,96.0
