rows_used,wind_mean_kmh,wind_std_kmh,wind_min_kmh,wind_max_kmh,avg_speed_mean_kmh,pearson_wind_vs_avg,spearman_wind_vs_avg
155,9.948387096774194,5.588477882571271,2.0,27.0,10.264121118467802,0.1222,0.0885
