RF_mean,RF_rms,RF_var,RF_wl,BF_mean,BF_rms,BF_var,BF_wl,ST_mean,ST_rms,ST_var,ST_wl
1.2180792535673854,1.2421576537609251,0.05923856882556768,1.5761963185539003,4.420268545506652,4.635528553081875,1.9493509520418544,7.070485531178454,12.404306792801362,12.634810037481426,5.771597673303392,14.486324146060436
1.2843212831840207,1.292437445618208,0.0209133923966691,0.7857301885236596,4.763868236612901,4.835447421097641,0.6871111863905162,4.507417049851042,13.151547100927717,13.221352153233768,1.8409616118989367,8.47345040672483
1.2670196172036876,1.2727284649076391,0.01449903500717653,0.6723325468946442,4.573018285543097,4.640732906890917,0.6239056731886925,3.3087009025016973,13.482243728424118,13.605236155118773,3.3315548839195492,9.153768412801705
1.285965554431754,1.2914836848812445,0.014222701129468475,0.5064440640539043,4.280574338742926,4.301625037507612,0.1806612938079181,2.8871525234958266,13.967040236944463,14.118034265100217,4.240678530118137,9.800160521236252
1.3505848132386296,1.3527305010140085,0.005800470622786416,0.6127895973759068,4.1865996904453,4.200219009682431,0.11422276126097448,1.8633559185090118,14.174890757528797,14.294215077002645,3.3970566797344306,10.52430378044567
1.436394623881988,1.4406085649408464,0.012123521863847709,0.5417571107819819,4.27679731135936,4.283315612727649,0.05579739578578142,1.7080615554740608,14.117214648748392,14.235856397729126,3.3638579379290365,8.318620727414576
1.472457826179226,1.4777481425956027,0.015607523068302749,0.6337841681852421,4.343232263119259,4.350151569912656,0.060152189813492886,1.4327343419373566,12.898241826349778,13.01877521121739,3.1238657892094737,9.259550156208
1.4984324235190387,1.5019991599403026,0.010701748608234762,0.6321074132313269,4.331174827918704,4.338208417176729,0.06097688086640584,1.69623299919403,11.146612825675625,11.276146910832201,2.904511669154299,7.496235064462278
1.5727081085122483,1.5765022244568057,0.011948469137082769,0.8566568925703435,4.229722340197924,4.244971812274314,0.1292346118340793,1.8908314335832284,10.33432489040365,10.474246047218926,2.9115593172648766,6.828662385302421
1.748278219315502,1.7850141151011067,0.1297986589772041,1.5117814331679564,4.173384250613983,4.192702873708771,0.16162128393294636,2.1652688873954666,9.593963924323827,9.662618853804931,1.3220593326794923,6.317060183284909
2.108072526543608,2.1983599806985583,0.3888168275690138,1.7556496095234206,4.04455613723449,4.059471952815773,0.12087818845673107,2.2651106389390887,8.997179456077177,9.009458700512234,0.22110791137837751,3.7831077283570593
2.4261015578271246,2.4844249885150456,0.28639875466678427,2.445153823221191,3.7626656078622607,3.772562013102457,0.07457166611418752,2.2067816569671015,8.973102073712925,8.98518523782524,0.21699293276143256,2.582071318880141
2.506774114449985,2.5431388070827325,0.18363853121367854,2.4576138653106514,3.8399596451949196,3.8549687708397133,0.1154941474239595,2.7671838120690633,8.755026483796382,8.770803042561168,0.27649727942419566,1.7048995014508144
2.546248009867815,2.584108072326962,0.1942356017095612,2.907010529266533,4.03764632870119,4.066626534816001,0.2348634979953898,2.7081237527613906,8.375532173700332,8.381802017243439,0.1050658635767699,1.6352795849439126
2.8218013739229315,2.9472824428073467,0.7239108038070953,4.016627252648799,4.031523892617324,4.060794544443309,0.23686743543619265,2.75210736197502,8.428448309508326,8.440340881787904,0.20061329472644152,2.4450665360755792
3.2523008722414146,3.4321068294636103,1.2018963252684882,4.238153808271949,4.159317976758139,4.17472022738325,0.12836294513942842,2.569042735709833,8.942075925790686,8.999161151799473,1.024179573451475,3.5542973286015176
3.547020405468876,3.6489554574845613,0.7335221738937789,4.701822604308566,4.171357758920838,4.1828637514973055,0.09612361068103376,1.694957250944567,9.732431047061654,9.821922614383837,1.749949757135041,3.8245192492497946
3.849807944862836,3.8972491240790013,0.36752952280552575,4.869587731102488,3.908184856290717,3.9158142102168862,0.05969205799640094,1.8621287378230198,10.30541527574321,10.348328303741713,0.8863146765003094,5.5310771423283445
4.095234023295935,4.172777369555781,0.6411292703162453,4.328202225523841,3.726948482869556,3.7431062164382425,0.1206991535749309,1.596001145410177,10.044389697260293,10.132894571331502,1.7857880032906848,6.047179853700167
4.309643413662508,4.413538687470699,0.9062973928759499,3.670702823347684,3.682613391575828,3.6978523231412135,0.11247041194724908,1.7744379468412816,9.04929617001356,9.26107524495889,3.8777535201682762,5.901882299213264
4.74202141125612,4.7914450246819085,0.4711783597375286,3.1455744554215226,3.6077677462073243,3.6169323046520665,0.06621118586182673,1.8460382176176506,7.632950958614242,7.846292652593682,3.3023680535355115,5.846455285571883
5.257949124427578,5.276360940843443,0.19395578298956637,3.4733943797912623,3.6015004991221162,3.609434789702617,0.057213655938718994,1.5155545521662437,6.770993284728218,6.840079750003102,0.9403409245678769,6.213259760753239
