Activity ID,Activity Date,Activity Name,Activity Type,Elapsed Time,Moving Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Gear,Filename,Competition,Athlete Weight,Bike Weight,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Max Cadence,Average Cadence,Average Heart Rate,Average Watts,Calories,Average Temperature,Total Work,Perceived Exertion,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,From Upload,Grade Adjusted Distance,Bike,Gear,Flagged,Average Elapsed Speed,Dirt Distance,Total Steps,Maximum Power 5s,Maximum Power 10s,Maximum Power 30s,Maximum Power 1.0min,Maximum Power 5.0min,Maximum Power 10.0min,Maximum Power 20.0min,Maximum Power 30.0min,Maximum Power 1.0 hr,Maximum Power 1.5 hr,Maximum Power 2.0 hr
3092411758,"12 Feb 2020, 01:02:01",Pool Swim,Swim,2541,2062.0,1600.0,148.0,28.0,FALSE,,activities/3301774980.csv.gz,FALSE,,,0.699999988079071,0.6809999942779540,,,,,0.0,0.0,,23.0,128.0,,454.0,23.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
3095086014,"12 Feb 2020, 23:24:55",Morning Ride,Ride,3678,3283.0,17890.80078125,146.0,11.0,FALSE,Cervelo P2,activities/3304743586.csv.gz,FALSE,80.0,8.0,14.899999618530300,5.456999778747560,155.0,150.0,31.0,97.0,22.5,0.0614841133356094,99.0,62.59932327270510,111.0,100.2578125,208.0,26.0,272523.0,,130.0,3679.0,,,1.0,,6699861.0,,,,,,,,,,,,,,,,
3095325394,"13 Feb 2020, 02:20:40",Afternoon Ride,Ride,4153,3696.0,22521.400390625,144.0,13.0,FALSE,Cervelo P2,activities/3305013628.csv.gz,FALSE,80.0,8.0,14.800000190734900,6.102000236511230,166.0,185.0,11.0,77.0,15.899999618530300,-0.0976848676800727,104.0,68.19316864013670,111.0,108.70843505859400,240.0,31.0,329157.0,,134.0,4043.0,,,1.0,,6699861.0,,,,,,,,,,,,,,,,
3097863037,"14 Feb 2020, 00:21:57",Pool Swim,Swim,2722,2125.0,1800.0,148.0,39.0,FALSE,,activities/3307838086.csv.gz,FALSE,,,0.699999988079071,0.7089999914169310,,,,,0.0,0.0,,23.0,131.0,,484.0,31.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
3100378219,"14 Feb 2020, 23:32:52",Morning Ride,Ride,9466,9297.0,74137.6015625,133.0,31.0,FALSE,Cervelo P2,activities/3310689216.csv.gz,FALSE,80.0,8.0,10.899999618530300,7.98199987411499,4.0,5.0,-1.0,8.0,14.5,-0.0026976864319294,144.0,70.79598999023440,116.0,147.62277221679700,350.0,16.0,1395488.0,,153.0,9467.0,,,1.0,,6699861.0,,,,,,,,,,,,,,,,
3103648045,"16 Feb 2020, 03:43:38",Afternoon Ride,Ride,5725,5561.0,42757.1015625,144.0,29.0,FALSE,Cervelo P2,activities/3314378076.csv.gz,FALSE,80.0,8.0,11.100000381469700,7.692999839782720,6.0,0.0,11.0,17.0,6.599999904632570,0.0093551715835928,148.0,72.29743194580080,126.0,133.1256561279300,762.0,26.0,758704.0,,140.0,5726.0,,,1.0,,6699861.0,,,,,,,,,,,,,,,,
3106766298,"17 Feb 2020, 00:41:11",Pool Swim,Swim,2645,2091.0,1600.0,151.0,17.0,FALSE,,activities/3317854120.csv.gz,FALSE,,,0.6000000238418580,0.6510000228881840,,,,,0.0,0.0,,22.0,116.0,,457.0,23.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
3109261475,"17 Feb 2020, 22:31:19",Morning Ride,Ride,5627,5486.0,40066.19921875,133.0,16.0,FALSE,Cervelo P2,activities/3320653027.csv.gz,FALSE,80.0,8.0,9.899999618530270,7.402999877929690,39.0,46.0,-1.0,12.0,10.800000190734900,-0.0174710862338542,132.0,74.59664154052730,110.0,133.84271240234400,181.0,18.0,742595.0,,140.0,5628.0,,,1.0,,6699861.0,,,,,,,,,,,,,,,,
3112445409,"19 Feb 2020, 01:41:41",Pool Swim,Swim,2386,1970.0,1675.0,185.0,38.0,FALSE,,activities/3324211099.csv.gz,FALSE,,,0.699999988079071,0.703000009059906,,,,,0.0,0.0,,23.0,131.0,,444.0,18.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
3115274333,"19 Feb 2020, 23:57:07",Morning Ride,Ride,5827,5595.0,40357.3984375,149.0,18.0,FALSE,Cervelo P2,activities/3327367405.csv.gz,FALSE,80.0,8.0,11.300000190734900,7.24399995803833,93.0,92.0,35.79999923706060,65.4000015258789,5.699999809265140,-0.0064424369484186,148.0,77.08700561523440,111.0,136.92987060546900,205.0,16.0,758017.0,,144.0,5828.0,,,1.0,,6699861.0,,,,,,,,,,,,,,,,
